ID Cliente;Zona;País;Tipo de producto;Canal de venta;Prioridad;Fecha pedido;ID Pedido;Fecha envío;Unidades;Precio Unitario;Coste unitario;Importe venta total;Importe Coste total
C1154;Centroamérica y Caribe;El Salvador;Ropa;Offline;Media;2022-11-02 00:00:00;115460574;2022-11-19 00:00:00;6205;109,28;35,84;678082,4;222387,2
C7315;África;Republic of the Congo;Bebida;Offline;Baja;2022-02-08 00:00:00;731539952;2022-02-09 00:00:00;7783;47,45;31,79;369303,35;247421,57
C4396;Australia y Oceanía;Vanuatu;Cárnicos;Online;Crítica;2022-08-03 00:00:00;439667975;2022-09-21 00:00:00;6379;421,89;364,69;2691236,31;2326357,51
C2914;Asia;Bangladesh;Ropa;Offline;Baja;2022-09-11 00:00:00;291455972;2022-09-16 00:00:00;7154;109,28;35,84;781789,12;256399,36
C5088;África;Burundi;Cereales;Offline;Baja;2022-09-01 00:00:00;508827769;2022-09-13 00:00:00;2299;205,7;117,11;472904,3;269235,89
C9340;África;South Sudan;Verduras;Online;Media;2020-04-17 00:00:00;934019696;2020-05-07 00:00:00;6039;154,06;90,93;930368,34;549126,27
C5795;África;Mozambique;Bebida;Online;Baja;2020-11-25 00:00:00;579580581;2020-12-12 00:00:00;9628;47,45;31,79;456848,6;306074,12
C7783;Centroamérica y Caribe;Saint Kitts and Nevis ;Cárnicos;Online;Crítica;2021-08-27 00:00:00;778371751;2021-09-03 00:00:00;6353;421,89;364,69;2680267,17;2316875,57
C2335;África;Rwanda;Verduras;Offline;Media;2021-07-16 00:00:00;233567035;2021-08-17 00:00:00;6531;154,06;90,93;1006165,86;593863,83
C8686;África;Rwanda;Bebida;Online;Alta;2022-10-24 00:00:00;868652760;2022-12-08 00:00:00;2510;47,45;31,79;119099,5;79792,9
C1774;Europa;Moldova ;Verduras;Offline;Baja;2020-12-23 00:00:00;177427756;2021-01-31 00:00:00;3671;154,06;90,93;565554,26;333804,03
C6740;Europa;Austria;Cereales;Offline;Baja;2020-07-10 00:00:00;674003350;2020-07-30 00:00:00;1424;205,7;117,11;292916,8;166764,64
C4428;Europa;Spain;Ropa;Offline;Baja;2022-01-16 00:00:00;442803370;2022-02-18 00:00:00;4212;109,28;35,84;460287,36;150958,08
C7885;Asia;China;Alimento infantil;Online;Crítica;2020-10-27 00:00:00;788564145;2020-12-01 00:00:00;2509;255,28;159,42;640497,52;399984,78
C3863;África;Qatar;Cosméticos;Online;Media;2022-07-21 00:00:00;386334502;2022-08-11 00:00:00;3819;437,2;263,33;1669666,8;1005657,27
C2314;Europa;Georgia;Cuidado personal;Online;Crítica;2021-11-22 00:00:00;231475770;2021-11-23 00:00:00;7679;81,73;56,67;627604,67;435168,93
C4896;Asia;Kazakhstan;Doméstico;Online;Media;2021-01-18 00:00:00;489661777;2021-02-11 00:00:00;656;668,27;502,54;438385,12;329666,24
C9468;África;Namibia;Cuidado personal;Offline;Baja;2022-08-18 00:00:00;946878850;2022-10-05 00:00:00;1348;81,73;56,67;110172,04;76391,16
C5594;Centroamérica y Caribe;Jamaica;Cárnicos;Offline;Baja;2022-07-01 00:00:00;559425818;2022-07-23 00:00:00;5386;421,89;364,69;2272299,54;1964220,34
C6039;África;Syria;Verduras;Offline;Media;2022-08-22 00:00:00;603914010;2022-09-01 00:00:00;431;154,06;90,93;66399,86;39190,83
C6272;África;Tanzania;Frutas;Offline;Crítica;2021-02-24 00:00:00;627267253;2021-03-08 00:00:00;1174;9,33;6,92;10953,42;8124,08
C6967;África;Angola;Alimento infantil;Online;Alta;2022-04-01 00:00:00;696721875;2022-05-12 00:00:00;4340;255,28;159,42;1107915,2;691882,8
C9498;Asia;China;Cuidado personal;Offline;Baja;2020-07-18 00:00:00;949826705;2020-09-06 00:00:00;3684;81,73;56,67;301093,32;208772,28
C2444;Europa;Hungary;Cuidado personal;Offline;Baja;2022-06-30 00:00:00;244443070;2022-07-03 00:00:00;4991;81,73;56,67;407914,43;282839,97
C2087;Europa;Norway;Doméstico;Offline;Alta;2022-01-29 00:00:00;208744800;2022-02-03 00:00:00;1080;668,27;502,54;721731,6;542743,2
C2912;Australia y Oceanía;Australia;Cárnicos;Offline;Crítica;2022-04-09 00:00:00;291218221;2022-05-02 00:00:00;6798;421,89;364,69;2868008,22;2479162,62
C9106;África;Nigeria;Doméstico;Offline;Media;2022-02-22 00:00:00;910662162;2022-03-05 00:00:00;4025;668,27;502,54;2689786,75;2022723,5
C3061;Asia;Thailand;Material de oficina;Online;Media;2021-03-09 00:00:00;306187951;2021-04-17 00:00:00;6674;651,21;524,96;4346175,54;3503583,04
C3872;Asia;Taiwan;Frutas;Offline;Alta;2020-09-16 00:00:00;387219417;2020-09-27 00:00:00;5685;9,33;6,92;53041,05;39340,2
C8834;Asia;India;Verduras;Online;Baja;2022-06-05 00:00:00;883492887;2022-06-05 00:00:00;4033;154,06;90,93;621323,98;366720,69
C6950;Europa;Romania;Bebida;Offline;Baja;2021-04-24 00:00:00;695057189;2021-05-08 00:00:00;1723;47,45;31,79;81756,35;54774,17
C1422;Australia y Oceanía;East Timor;Cosméticos;Online;Baja;2021-04-23 00:00:00;142273652;2021-05-16 00:00:00;790;437,2;263,33;345388;208030,7
C5158;Europa;Bosnia and Herzegovina;Cereales;Online;Baja;2022-06-28 00:00:00;515816104;2022-08-06 00:00:00;303;205,7;117,11;62327,1;35484,33
C9266;Europa;Ireland;Cuidado personal;Offline;Baja;2022-06-14 00:00:00;926670873;2022-07-17 00:00:00;1359;81,73;56,67;111071,07;77014,53
C5561;Europa;Croatia;Doméstico;Online;Baja;2020-08-19 00:00:00;556136786;2020-09-05 00:00:00;2089;668,27;502,54;1396016,03;1049806,06
C9058;África;Iraq;Alimento infantil;Online;Baja;2022-08-06 00:00:00;905825173;2022-08-22 00:00:00;2653;255,28;159,42;677257,84;422941,26
C8476;Europa;Malta;Material de oficina;Online;Crítica;2021-06-07 00:00:00;847659862;2021-07-22 00:00:00;245;651,21;524,96;159546,45;128615,2
C6738;Europa;Ireland;Cárnicos;Offline;Baja;2022-01-26 00:00:00;673877179;2022-02-21 00:00:00;4087;421,89;364,69;1724264,43;1490488,03
C7470;África;Madagascar;Alimento infantil;Online;Baja;2022-09-14 00:00:00;747025954;2022-10-12 00:00:00;435;255,28;159,42;111046,8;69347,7
C1499;Europa;Austria;Cosméticos;Online;Media;2021-12-01 00:00:00;149967515;2021-12-27 00:00:00;7575;437,2;263,33;3311790;1994724,75
C7358;África;Sierra Leone;Cuidado personal;Offline;Crítica;2020-02-17 00:00:00;735875689;2020-03-25 00:00:00;824;81,73;56,67;67345,52;46696,08
C3782;Europa;Netherlands;Material de oficina;Online;Crítica;2021-01-09 00:00:00;378236806;2021-02-18 00:00:00;7531;651,21;524,96;4904262,51;3953473,76
C6208;Europa;Croatia;Cosméticos;Offline;Alta;2021-07-15 00:00:00;620849692;2021-07-18 00:00:00;2075;437,2;263,33;907190;546409,75
C8278;Centroamérica y Caribe;Trinidad and Tobago;Snacks;Offline;Baja;2021-11-11 00:00:00;827825677;2021-11-19 00:00:00;869;152,58;97,44;132592,02;84675,36
C4335;Asia;South Korea;Doméstico;Offline;Crítica;2021-03-05 00:00:00;433588588;2021-03-28 00:00:00;7353;668,27;502,54;4913789,31;3695176,62
C2928;Australia y Oceanía;Samoa ;Cárnicos;Offline;Alta;2021-11-24 00:00:00;292874753;2021-12-25 00:00:00;7003;421,89;364,69;2954495,67;2553924,07
C4307;Europa;Albania;Material de oficina;Offline;Baja;2022-07-31 00:00:00;430733001;2022-08-02 00:00:00;2322;651,21;524,96;1512109,62;1218957,12
C4925;África;Cape Verde;Frutas;Online;Media;2022-03-03 00:00:00;492524659;2022-03-25 00:00:00;7846;9,33;6,92;73203,18;54294,32
C1939;Europa;Italy;Bebida;Online;Baja;2021-06-09 00:00:00;193923556;2021-06-20 00:00:00;5145;47,45;31,79;244130,25;163559,55
C6709;Europa;Hungary;Bebida;Offline;Baja;2021-07-26 00:00:00;670916020;2021-08-02 00:00:00;7815;47,45;31,79;370821,75;248438,85
C4298;Asia;Maldives;Alimento infantil;Offline;Crítica;2022-09-17 00:00:00;429800879;2022-10-19 00:00:00;6486;255,28;159,42;1655746,08;1033998,12
C2971;África;Mali;Doméstico;Offline;Alta;2022-07-25 00:00:00;297189462;2022-08-19 00:00:00;3821;668,27;502,54;2553459,67;1920205,34
C2700;África;Yemen;Cuidado personal;Online;Media;2020-08-26 00:00:00;270005595;2020-09-04 00:00:00;9511;81,73;56,67;777334,03;538988,37
C8654;Asia;North Korea;Snacks;Offline;Baja;2022-08-15 00:00:00;865485608;2022-09-10 00:00:00;5279;152,58;97,44;805469,82;514385,76
C8711;Asia;Uzbekistan;Cereales;Offline;Alta;2021-08-28 00:00:00;871178328;2021-08-28 00:00:00;9882;205,7;117,11;2032727,4;1157281,02
C4949;Europa;Latvia;Verduras;Online;Baja;2022-10-12 00:00:00;494945085;2022-11-06 00:00:00;4104;154,06;90,93;632262,24;373176,72
C9149;Asia;Singapore;Snacks;Offline;Crítica;2021-05-29 00:00:00;914959704;2021-06-24 00:00:00;5764;152,58;97,44;879471,12;561644,16
C2297;Europa;Lithuania;Doméstico;Online;Baja;2021-12-07 00:00:00;229708516;2022-01-23 00:00:00;4709;668,27;502,54;3146883,43;2366460,86
C2079;África;Senegal;Bebida;Offline;Alta;2022-01-04 00:00:00;207990348;2022-01-20 00:00:00;7821;47,45;31,79;371106,45;248629,59
C4389;África;South Sudan;Verduras;Offline;Crítica;2022-07-20 00:00:00;438916528;2022-08-18 00:00:00;4009;154,06;90,93;617626,54;364538,37
C5819;Europa;Bulgaria;Alimento infantil;Online;Alta;2020-07-30 00:00:00;581910884;2020-08-16 00:00:00;9217;255,28;159,42;2352915,76;1469374,14
C8167;África;Seychelles ;Cárnicos;Offline;Alta;2022-02-04 00:00:00;816709744;2022-03-01 00:00:00;1417;421,89;364,69;597818,13;516765,73
C4933;Centroamérica y Caribe;Saint Kitts and Nevis ;Doméstico;Online;Alta;2020-08-24 00:00:00;493361937;2020-09-29 00:00:00;5616;668,27;502,54;3753004,32;2822264,64
C3822;Centroamérica y Caribe;Saint Vincent and the Grenadines;Alimento infantil;Offline;Alta;2021-08-10 00:00:00;382228791;2021-09-26 00:00:00;8848;255,28;159,42;2258717,44;1410548,16
C4239;Europa;Andorra;Cosméticos;Offline;Baja;2020-10-02 00:00:00;423984134;2020-11-14 00:00:00;5182;437,2;263,33;2265570,4;1364576,06
C1796;África;Mali;Cárnicos;Offline;Crítica;2022-11-03 00:00:00;179614293;2022-11-23 00:00:00;716;421,89;364,69;302073,24;261118,04
C1804;África;Togo;Cuidado personal;Offline;Media;2020-02-26 00:00:00;180418097;2020-03-15 00:00:00;8579;81,73;56,67;701161,67;486171,93
C5780;Asia;Thailand;Cárnicos;Offline;Alta;2022-07-17 00:00:00;578006875;2022-08-21 00:00:00;3934;421,89;364,69;1659715,26;1434690,46
C6943;Europa;Moldova ;Doméstico;Online;Alta;2021-09-01 00:00:00;694304454;2021-09-09 00:00:00;8972;668,27;502,54;5995718,44;4508788,88
C3715;Centroamérica y Caribe;Trinidad and Tobago;Alimento infantil;Online;Alta;2021-01-14 00:00:00;371547162;2021-02-23 00:00:00;7917;255,28;159,42;2021051,76;1262128,14
C4222;Asia;Japan;Bebida;Online;Media;2020-04-06 00:00:00;422283828;2020-04-26 00:00:00;2024;47,45;31,79;96038,8;64342,96
C3793;África;Central African Republic;Cereales;Offline;Crítica;2022-03-23 00:00:00;379375779;2022-03-23 00:00:00;4578;205,7;117,11;941694,6;536129,58
C7459;África;Azerbaijan;Cuidado personal;Online;Baja;2020-03-11 00:00:00;745996844;2020-04-03 00:00:00;5899;81,73;56,67;482125,27;334296,33
C7456;África;Mauritania;Frutas;Offline;Baja;2022-02-20 00:00:00;745633351;2022-04-03 00:00:00;8333;9,33;6,92;77746,89;57664,36
C5720;Europa;Portugal;Snacks;Offline;Media;2020-09-16 00:00:00;572084128;2020-11-05 00:00:00;1261;152,58;97,44;192403,38;122871,84
C9394;África;Liberia;Bebida;Online;Baja;2020-05-22 00:00:00;939460504;2020-05-24 00:00:00;6095;47,45;31,79;289207,75;193760,05
C8321;África;South Sudan;Frutas;Online;Alta;2021-10-12 00:00:00;832186305;2021-11-26 00:00:00;1276;9,33;6,92;11905,08;8829,92
C6549;África;Cameroon;Frutas;Online;Baja;2020-02-28 00:00:00;654997861;2020-04-02 00:00:00;7277;9,33;6,92;67894,41;50356,84
C8829;Centroamérica y Caribe;Cuba;Cárnicos;Online;Baja;2021-03-23 00:00:00;882943999;2021-04-07 00:00:00;1605;421,89;364,69;677133,45;585327,45
C7113;África;Malawi;Frutas;Online;Baja;2022-06-27 00:00:00;711386048;2022-08-15 00:00:00;3795;9,33;6,92;35407,35;26261,4
C3059;Australia y Oceanía;Tuvalu;Bebida;Offline;Baja;2020-06-09 00:00:00;305997836;2020-07-10 00:00:00;415;47,45;31,79;19691,75;13192,85
C3527;África;Burundi;Cárnicos;Offline;Alta;2020-07-19 00:00:00;352765691;2020-08-11 00:00:00;62;421,89;364,69;26157,18;22610,78
C7079;África;Liberia;Verduras;Online;Crítica;2021-07-15 00:00:00;707988440;2021-08-08 00:00:00;8367;154,06;90,93;1289020,02;760811,31
C8482;Asia;Turkmenistan;Verduras;Offline;Media;2022-07-13 00:00:00;848277413;2022-08-29 00:00:00;2992;154,06;90,93;460947,52;272062,56
C3205;África;Uganda;Doméstico;Online;Media;2021-08-16 00:00:00;320556437;2021-09-25 00:00:00;8628;668,27;502,54;5765833,56;4335915,12
C9920;África;Lebanon;Alimento infantil;Online;Alta;2020-03-06 00:00:00;992061841;2020-03-24 00:00:00;1999;255,28;159,42;510304,72;318680,58
C3003;Europa;Switzerland;Material de oficina;Online;Media;2021-05-20 00:00:00;300342452;2021-06-24 00:00:00;6861;651,21;524,96;4467951,81;3601750,56
C7032;África;Kuwait;Verduras;Online;Alta;2020-04-02 00:00:00;703259599;2020-04-05 00:00:00;8998;154,06;90,93;1386231,88;818188,14
C2289;Asia;India;Ropa;Offline;Alta;2022-03-17 00:00:00;228987109;2022-04-14 00:00:00;1229;109,28;35,84;134305,12;44047,36
C1260;África;Angola;Cereales;Online;Crítica;2021-08-22 00:00:00;126011312;2021-09-18 00:00:00;8402;205,7;117,11;1728291,4;983958,22
C8131;Asia;Uzbekistan;Bebida;Offline;Crítica;2020-06-28 00:00:00;813131034;2020-07-01 00:00:00;2397;47,45;31,79;113737,65;76200,63
C5294;Europa;Latvia;Cuidado personal;Offline;Crítica;2021-02-05 00:00:00;529457604;2021-03-05 00:00:00;7126;81,73;56,67;582407,98;403830,42
C2844;África;Ghana;Cárnicos;Offline;Media;2021-12-02 00:00:00;284414851;2021-12-07 00:00:00;3530;421,89;364,69;1489271,7;1287355,7
C7077;Europa;Poland;Bebida;Online;Crítica;2021-10-22 00:00:00;707739102;2021-10-28 00:00:00;4583;47,45;31,79;217463,35;145693,57
C6994;Asia;Mongolia;Cosméticos;Online;Baja;2021-06-15 00:00:00;699479186;2021-07-25 00:00:00;290;437,2;263,33;126788;76365,7
C5799;Asia;Vietnam;Cereales;Online;Crítica;2021-12-13 00:00:00;579996430;2022-01-09 00:00:00;2687;205,7;117,11;552715,9;314674,57
C7399;Europa;United Kingdom;Cereales;Online;Baja;2020-06-29 00:00:00;739964663;2020-07-27 00:00:00;842;205,7;117,11;173199,4;98606,62
C2903;Australia y Oceanía;Vanuatu;Ropa;Offline;Baja;2020-05-31 00:00:00;290370213;2020-06-15 00:00:00;5854;109,28;35,84;639725,12;209807,36
C2125;África;Ethiopia;Frutas;Online;Baja;2021-02-22 00:00:00;212511909;2021-02-22 00:00:00;5851;9,33;6,92;54589,83;40488,92
C2080;África;Niger;Frutas;Online;Crítica;2022-07-13 00:00:00;208001077;2022-07-22 00:00:00;996;9,33;6,92;9292,68;6892,32
C9487;África;Central African Republic;Cuidado personal;Offline;Alta;2020-07-09 00:00:00;948761546;2020-07-13 00:00:00;8480;81,73;56,67;693070,4;480561,6
C9270;África;Cape Verde;Snacks;Offline;Crítica;2020-01-18 00:00:00;927029645;2020-01-29 00:00:00;7527;152,58;97,44;1148469,66;733430,88
C5053;Norteamérica;United States of America;Cuidado personal;Offline;Crítica;2022-02-26 00:00:00;505354201;2022-04-12 00:00:00;4393;81,73;56,67;359039,89;248951,31
C5665;África;Sudan;Frutas;Offline;Crítica;2022-07-30 00:00:00;566596543;2022-09-01 00:00:00;7363;9,33;6,92;68696,79;50951,96
C2639;África;Republic of the Congo;Material de oficina;Offline;Crítica;2021-09-24 00:00:00;263930499;2021-11-05 00:00:00;1755;651,21;524,96;1142873,55;921304,8
C1708;Australia y Oceanía;Federated States of Micronesia;Frutas;Online;Crítica;2020-06-10 00:00:00;170842397;2020-06-10 00:00:00;4917;9,33;6,92;45875,61;34025,64
C9311;África;South Sudan;Frutas;Offline;Baja;2021-05-10 00:00:00;931131064;2021-06-07 00:00:00;1229;9,33;6,92;11466,57;8504,68
C1089;África;Cape Verde;Frutas;Online;Media;2021-10-27 00:00:00;108907830;2021-10-31 00:00:00;7102;9,33;6,92;66261,66;49145,84
C7385;Australia y Oceanía;Palau;Doméstico;Offline;Alta;2020-12-31 00:00:00;738596522;2021-02-18 00:00:00;5979;668,27;502,54;3995586,33;3004686,66
C9749;África;Bahrain;Material de oficina;Offline;Baja;2021-04-29 00:00:00;974933469;2021-06-12 00:00:00;3333;651,21;524,96;2170482,93;1749691,68
C8429;África;Algeria;Material de oficina;Offline;Media;2021-05-04 00:00:00;842967498;2021-05-14 00:00:00;1670;651,21;524,96;1087520,7;876683,2
C8880;África;Botswana;Cuidado personal;Online;Crítica;2022-11-07 00:00:00;888059937;2022-12-10 00:00:00;5525;81,73;56,67;451558,25;313101,75
C8258;África;Seychelles ;Doméstico;Offline;Media;2020-12-01 00:00:00;825884616;2021-01-03 00:00:00;6466;668,27;502,54;4321033,82;3249423,64
C8924;África;The Gambia;Material de oficina;Online;Alta;2022-06-08 00:00:00;892427861;2022-07-25 00:00:00;8091;651,21;524,96;5268940,11;4247451,36
C4939;África;Guinea-Bissau;Material de oficina;Online;Baja;2021-11-02 00:00:00;493988502;2021-12-21 00:00:00;1030;651,21;524,96;670746,3;540708,8
C4571;África;Pakistan;Verduras;Offline;Baja;2022-07-17 00:00:00;457177865;2022-08-11 00:00:00;7945;154,06;90,93;1224006,7;722438,85
C7789;África;Mauritania;Cárnicos;Online;Media;2021-03-19 00:00:00;778919780;2021-03-20 00:00:00;8527;421,89;364,69;3597456,03;3109711,63
C1764;Asia;Thailand;Material de oficina;Online;Alta;2020-08-22 00:00:00;176450574;2020-09-08 00:00:00;4501;651,21;524,96;2931096,21;2362844,96
C1373;África;Afghanistan;Cárnicos;Offline;Media;2022-08-01 00:00:00;137319076;2022-09-20 00:00:00;4621;421,89;364,69;1949553,69;1685232,49
C8693;África;The Gambia;Ropa;Online;Baja;2020-08-17 00:00:00;869386613;2020-09-25 00:00:00;9673;109,28;35,84;1057065,44;346680,32
C8508;África;Oman;Cárnicos;Offline;Baja;2021-08-16 00:00:00;850827014;2021-08-29 00:00:00;7476;421,89;364,69;3154049,64;2726422,44
C8801;África;Burkina Faso;Snacks;Offline;Alta;2021-05-24 00:00:00;880126607;2021-06-07 00:00:00;7876;152,58;97,44;1201720,08;767437,44
C9260;África;Cameroon;Ropa;Offline;Media;2020-06-12 00:00:00;926084220;2020-07-05 00:00:00;7755;109,28;35,84;847466,4;277939,2
C5778;África;Burkina Faso;Cereales;Online;Alta;2022-07-21 00:00:00;577811181;2022-08-23 00:00:00;6024;205,7;117,11;1239136,8;705470,64
C3947;Europa;Serbia;Snacks;Online;Alta;2021-11-17 00:00:00;394731318;2021-12-12 00:00:00;8624;152,58;97,44;1315849,92;840322,56
C5565;África;Mauritius ;Doméstico;Offline;Crítica;2021-07-26 00:00:00;556580960;2021-09-09 00:00:00;3529;668,27;502,54;2358324,83;1773463,66
C4134;África;Liberia;Material de oficina;Offline;Crítica;2020-11-17 00:00:00;413408935;2020-12-13 00:00:00;5745;651,21;524,96;3741201,45;3015895,2
C7355;Europa;Latvia;Cuidado personal;Offline;Crítica;2022-05-03 00:00:00;735576570;2022-05-17 00:00:00;2308;81,73;56,67;188632,84;130794,36
